customer_id,annual_income,loan_amount,loan_purpose,credit_score,transaction_count,spending_ratio,join_date,default_flag
CUST100737,441744.59,164620.09,Car,597.67,42,42.22,2022-09-18,0
CUST100738,583045.84,290745.82,Other,615.67,41,58.64,2020-11-03,0
CUST100739,882924.36,592097.11,Home,,37,23.65,2024-05-31,0
CUST100740,212553.95,87567.82,Car,625.03,37,64.74,2024-04-23,0
CUST100741,389410.1,147667.79,Business,662.59,42,36.96,2019-09-30,0
CUST100742,945910.62,359354.46,Car,633.93,37,39.29,2025-08-23,1
CUST100743,1263770.57,179561.5,Home,626.74,36,15.48,2021-11-15,0
CUST100744,1139732.85,692438.93,Home,755.3,57,14.7,2024-02-21,0
CUST100745,1062397.78,256939.61,Business,759.55,41,37.51,2019-04-01,1
CUST100746,698078.45,442533.99,Other,741.7,45,51.13,2020-04-20,0
CUST100747,369102.91,318479.72,Education,714.06,46,25.36,2024-08-08,0
CUST100748,583374.59,497531.85,Education,,51,78.02,2020-12-26,0
CUST100749,217168.68,232964.76,Car,647.69,51,49.81,2022-04-26,0
CUST100750,1329200.9,227602.07,Car,618.04,37,22.63,2020-06-17,1
CUST100751,414702.05,375163.05,Home,703.59,43,35.52,2019-03-26,0
CUST100752,,262887.27,Car,603.71,56,114.92,2021-04-20,0
CUST100753,1163528.92,730548.79,Car,615.4,51,19.28,2019-03-18,0
CUST100754,267448.64,20000.0,Home,754.94,45,45.1,2025-07-05,0
CUST100755,,238721.74,Home,803.54,48,29.98,2025-08-27,0
CUST100756,753219.44,192796.94,Business,705.56,65,49.14,2025-08-21,0
CUST100757,865391.14,436959.95,Other,751.92,34,64.31,2025-07-16,0
CUST100758,624865.81,84927.76,Other,664.02,40,29.08,2022-04-15,0
CUST100759,636176.89,389805.9,Education,593.05,38,59.88,2025-10-07,0
CUST100760,1305811.86,488251.84,Home,719.79,37,101.65,2024-06-13,0
CUST100761,922370.98,250674.79,Business,717.0,29,36.13,2025-01-30,0
CUST100762,856295.76,166104.76,Home,684.66,47,51.01,2020-02-10,0
CUST100763,995831.37,430341.17,Business,664.25,37,26.36,2024-10-30,0
CUST100764,550952.01,177412.92,Business,742.54,32,35.33,2019-01-21,0
CUST100765,2147830.36,1051121.2,Business,615.93,46,32.15,2020-02-02,0
CUST100766,182697.18,142337.73,Other,629.7,38,51.31,2025-07-05,0
CUST100767,1449289.81,982815.3,Business,614.47,44,62.4,2025-03-22,1
CUST100768,1067560.59,649090.12,Business,685.52,49,33.21,2023-12-06,0
CUST100769,745109.29,182012.73,Car,609.29,39,73.08,2023-12-14,1
CUST100770,679249.35,211662.74,Other,635.52,55,72.95,2021-06-12,1
CUST100771,596702.13,281804.02,Home,,38,52.55,2024-04-28,0
CUST100772,1192570.49,977839.16,Other,663.06,42,27.32,2020-03-13,0
CUST100773,635903.55,580033.25,Car,583.32,38,26.09,2022-07-19,0
CUST100774,435561.39,100432.81,Home,685.67,45,23.7,2022-07-27,0
CUST100775,1067487.41,154437.29,Business,761.07,33,55.2,2019-08-11,0
CUST100776,1554009.73,1193881.71,Home,,39,19.56,2023-05-30,0
CUST100777,225209.11,208912.66,Business,780.19,53,48.44,2024-05-14,0
CUST100778,2376473.32,1716792.51,Car,766.71,49,20.83,2020-05-23,0
CUST100779,367517.21,173231.83,Other,730.55,42,51.97,2021-12-01,0
CUST100780,383296.3,199081.18,Business,684.85,41,35.29,2022-04-14,0
CUST100781,327760.45,54403.96,Business,681.46,46,66.39,2022-06-22,0
CUST100782,650303.61,269672.69,Car,,39,60.54,2022-06-30,0
CUST100783,321541.72,109861.0,Home,654.54,41,69.7,2022-07-21,1
CUST100784,343755.05,168121.21,Business,557.64,46,70.57,2020-08-26,1
CUST100785,445087.03,159747.77,Home,711.98,37,37.5,2021-10-31,0
CUST100786,701431.32,194037.92,Car,606.48,47,20.07,2025-01-08,0
CUST100787,739623.92,227400.17,Education,617.46,40,21.12,2019-07-08,0
CUST100788,1286435.98,511007.89,Education,680.01,42,12.85,2020-11-06,1
CUST100789,1270231.17,273167.41,Home,673.82,36,20.8,2020-09-29,0
CUST100790,1141968.25,543289.95,Home,,45,36.18,2025-03-08,0
CUST100791,562889.26,380076.12,Home,320.0,40,26.75,2024-06-19,1
CUST100792,236115.81,228319.86,Other,742.8,43,32.1,2024-01-19,0
CUST100793,233259.0,36963.8,Home,606.66,62,44.34,2025-07-14,0
CUST100794,,465239.9,Other,762.71,52,30.25,2019-02-16,0
CUST100795,1033842.09,49296.54,Home,578.59,37,20.43,2021-03-30,0
CUST100796,463026.79,215988.53,Home,817.63,41,34.12,2021-12-16,0
CUST100797,294290.51,39959.21,Education,653.27,40,22.74,2022-07-01,0
CUST100798,365417.05,279899.8,Home,689.47,45,30.73,2025-01-26,0
CUST100799,715551.97,447410.63,Education,557.02,45,66.68,2022-03-15,1
CUST100800,716286.99,375978.93,Other,675.96,40,30.74,2021-11-22,0
CUST100801,1153279.11,132150.61,Home,694.85,43,81.89,2023-03-19,0
CUST100802,507388.72,150784.63,Business,674.4,42,69.58,2021-03-06,0
CUST100803,,205234.37,Car,643.4,46,26.5,2025-07-17,1
CUST100804,1207007.07,524414.87,Home,618.47,39,20.53,2019-02-17,0
CUST100805,201980.3,95696.28,Home,753.48,45,34.13,2025-08-08,0
CUST100806,773999.7,447476.64,Other,682.0,37,60.88,2022-11-22,0
CUST100807,540852.47,394159.45,Home,780.15,50,27.66,2022-05-03,0
CUST100808,961976.71,426714.52,Other,840.0,33,54.12,2023-10-27,0
CUST100809,861698.98,366146.22,Education,651.74,45,62.51,2020-12-25,0
CUST100810,443191.55,218625.45,Home,733.01,50,24.14,2022-09-06,0
CUST100811,491734.13,223618.1,Education,574.51,41,25.3,2023-12-23,0
CUST100812,183256.33,153798.53,Business,601.12,40,49.28,2019-05-18,0
CUST100813,981878.61,342367.38,Business,751.34,52,37.65,2019-12-21,0
CUST100814,741628.14,568056.07,Education,603.82,50,25.18,2024-02-12,1
CUST100815,1402699.9,462050.82,Other,,36,29.56,2021-12-29,0
CUST100816,,158612.61,Home,801.45,40,33.84,2021-03-21,0
CUST100817,1074764.6,175926.09,Other,589.4,40,16.51,2023-05-25,1
CUST100818,360868.29,46544.39,Business,691.97,29,50.54,2023-10-10,0
CUST100819,146839.18,93071.77,Business,684.49,47,27.82,2019-02-28,0
CUST100820,617074.46,207068.33,Business,497.31,46,9.2,2021-02-09,1
CUST100821,475942.67,70972.53,Education,662.62,34,34.6,2020-01-24,0
CUST100822,364680.12,143466.73,Business,709.15,47,24.52,2019-12-05,0
CUST100823,1065213.29,757583.59,Education,703.03,40,78.73,2021-01-26,0
CUST100824,1263332.1,299402.76,Car,,40,26.43,2020-08-18,0
CUST100825,688802.14,245912.43,Education,654.81,39,20.67,2020-03-11,0
CUST100826,587917.64,331979.78,Car,726.31,36,44.66,2023-01-13,0
CUST100827,672809.32,1545746.65,Car,635.19,33,25.49,2020-01-12,0
CUST100828,453893.65,323427.52,Car,588.32,54,24.08,2024-06-05,0
CUST100829,885719.35,361324.87,Home,595.65,54,44.7,2025-09-04,1
CUST100830,278750.68,147303.53,Car,584.96,39,21.24,2025-12-03,0
CUST100831,360243.21,207730.44,Other,745.62,46,17.39,2019-04-24,0
CUST100832,420640.58,191333.89,Car,581.55,54,80.14,2021-02-12,1
CUST100833,875432.32,748372.25,Business,697.81,46,46.22,2024-04-10,0
CUST100834,550376.69,280952.45,Home,662.71,35,30.83,2025-01-28,0
CUST100835,1373595.56,1078907.6,Car,673.33,42,34.94,2019-01-18,0
CUST100836,1011098.59,523162.53,Home,768.63,36,44.62,2019-08-23,0
CUST100837,418372.05,306342.84,Home,651.5,40,55.84,2022-08-26,0
CUST100838,920924.95,560812.13,Education,719.75,34,24.35,2023-08-20,0
CUST100839,519287.92,288695.23,Education,682.44,45,41.72,2019-10-08,0
CUST100840,843214.72,421453.69,Home,670.12,44,27.44,2021-04-10,0
CUST100841,1038411.12,656710.76,Education,829.5,52,31.96,2022-02-12,0
CUST100842,1199986.27,684420.69,Other,586.31,27,37.81,2023-08-23,0
CUST100843,726387.94,540200.16,Home,763.79,30,34.89,2023-08-18,0
CUST100844,1567191.42,1163243.77,Home,722.67,40,49.82,2023-05-06,0
CUST100845,828564.98,696640.68,Business,648.83,35,44.22,2020-02-22,0
CUST100846,700119.51,461770.3,Home,785.91,39,16.97,2025-05-20,0
CUST100847,550369.27,1654642.02,Other,559.87,41,18.24,2020-08-07,1
CUST100848,459322.42,131558.07,Education,646.09,55,29.31,2022-09-13,0
CUST100849,818856.14,604555.58,Education,601.45,32,84.19,2022-09-26,0
CUST100850,687037.63,190338.4,Car,706.79,42,23.26,2025-03-18,0
CUST100851,750264.97,304153.54,Education,607.65,36,31.67,2024-08-18,0
CUST100852,846730.59,213125.34,Home,708.15,53,27.06,2024-04-16,0
CUST100853,748523.93,511118.74,Other,667.88,48,26.83,2021-04-11,0
CUST100854,1967039.38,1419637.52,Education,648.84,34,38.13,2025-08-19,0
CUST100855,486186.2,120178.15,Home,705.26,43,68.56,2020-06-17,0
CUST100856,824464.18,426158.29,Education,662.54,45,43.56,2022-01-27,1
CUST100857,573490.34,269025.7,Home,609.24,32,23.8,2023-09-02,0
CUST100858,,177724.89,Home,300.0,53,131.22,2022-11-06,1
CUST100859,584386.34,230197.47,Business,648.33,44,36.35,2024-03-01,0
CUST100860,388346.89,56114.15,Business,535.86,41,26.53,2020-03-22,1
CUST100861,626544.63,175468.94,Education,625.26,39,68.93,2025-07-19,0
CUST100862,640629.3,358563.12,Home,597.63,42,27.94,2025-10-08,0
CUST100863,803453.41,357827.01,Education,,43,77.75,2020-09-16,0
CUST100864,485594.4,248478.59,Home,700.91,39,23.04,2024-02-07,0
CUST100865,520178.1,338956.93,Education,705.92,37,69.53,2025-06-11,0
CUST100866,955613.81,111315.9,Education,655.95,43,38.55,2025-01-04,0
CUST100867,416543.2,161997.6,Business,661.84,34,65.04,2021-01-01,0
CUST100868,236470.44,126027.77,Other,655.89,49,87.2,2025-11-06,0
CUST100869,708634.31,127719.9,Other,674.72,54,20.32,2021-07-26,0
CUST100870,1171381.59,359373.49,Other,734.3,37,64.57,2024-09-11,0
CUST100871,949581.75,271383.46,Other,701.84,40,17.8,2023-10-22,0
CUST100872,715862.9,408855.7,Business,712.51,38,21.17,2023-03-05,0
CUST100873,1293138.26,437090.12,Other,712.47,37,23.8,2023-09-17,1
CUST100874,1178599.14,777424.61,Other,737.49,46,44.57,2022-05-01,0
CUST100875,541839.25,271156.36,Business,698.73,33,35.56,2022-04-18,0
CUST100876,744795.22,225038.47,Home,703.33,38,32.3,2024-03-05,0
CUST100877,762593.78,477298.9,Home,757.27,42,37.55,2023-03-22,0
CUST100878,619714.89,24694.77,Business,636.77,33,46.49,2020-01-26,0
CUST100879,1212947.38,826514.29,Education,624.38,58,48.24,2025-08-01,0
CUST100880,597823.24,488732.34,Business,602.92,38,59.18,2025-11-16,0
CUST100881,493646.15,74572.58,Car,691.89,33,83.84,2019-04-09,0
CUST100882,156276.16,91513.28,Car,559.51,45,34.64,2025-01-04,0
CUST100883,419014.38,295637.78,Business,710.04,43,27.25,2020-07-23,0
CUST100884,315289.89,203659.43,Other,672.9,48,46.99,2020-12-27,0
CUST100885,635717.63,400852.71,Home,753.75,30,20.21,2021-09-28,0
CUST100886,326178.01,133728.93,Other,636.33,37,25.27,2023-04-20,0
CUST100887,908458.29,727618.13,Business,666.78,35,56.55,2019-10-30,0
CUST100888,1195850.64,191999.9,Car,752.94,42,32.98,2024-08-13,0
CUST100889,638956.35,170748.86,Car,769.9,46,19.6,2024-11-24,0
CUST100890,378328.41,124192.5,Home,635.79,49,17.12,2024-10-23,0
CUST100891,760892.87,226857.62,Home,691.82,53,35.83,2021-11-29,1
CUST100892,1841588.23,913552.22,Education,699.14,49,60.55,2020-09-30,0
CUST100893,1552057.44,1002346.32,Home,704.29,35,60.16,2022-02-16,0
CUST100894,299953.99,232907.76,Home,662.93,43,36.91,2024-10-21,0
CUST100895,293895.04,20000.0,Business,763.29,35,91.8,2020-07-05,0
CUST100896,255245.88,206626.47,Education,557.17,43,33.28,2021-09-03,1
CUST100897,347802.11,387124.62,Business,652.63,50,32.75,2019-04-06,0
CUST100898,746464.62,81339.46,Home,709.12,41,10.21,2022-04-06,0
CUST100899,478564.27,240022.37,Business,709.72,40,28.24,2025-05-13,0
CUST100900,409814.18,293241.11,Other,767.93,45,52.68,2025-04-25,0
CUST100901,1151110.88,595061.66,Education,757.88,42,74.15,2019-02-15,0
CUST100902,870026.42,577581.08,Other,661.44,51,23.5,2019-12-12,0
CUST100903,254521.65,161697.11,Business,764.49,44,43.69,2021-04-26,0
CUST100904,1115347.1,566400.73,Business,633.59,38,57.85,2021-12-12,0
CUST100905,858589.96,255203.77,Business,740.51,42,35.19,2022-03-17,0
CUST100906,869151.24,471058.08,Home,797.68,35,11.7,2023-04-06,0
CUST100907,474951.0,20000.0,Car,758.97,39,39.41,2019-08-21,0
CUST100908,586372.39,224869.1,Home,686.88,39,50.44,2019-02-20,0
CUST100909,219636.85,128506.4,Home,658.43,46,22.21,2020-10-26,0
CUST100910,1047136.98,496453.29,Home,580.64,42,30.98,2020-03-26,0
CUST100911,375238.76,351589.17,Other,700.19,46,20.1,2022-09-24,0
CUST100912,402673.64,211856.77,Home,300.0,43,10.19,2019-12-17,1
CUST100913,399692.16,255686.04,Other,628.45,50,57.3,2022-08-01,0
CUST100914,,1089973.53,Education,602.6,57,34.94,2020-08-05,1
CUST100915,449971.9,383470.05,Home,650.07,48,75.36,2019-09-02,0
CUST100916,,804999.12,Education,678.18,38,52.82,2020-07-03,1
CUST100917,,180632.14,Home,697.78,34,29.53,2020-12-28,0
CUST100918,411974.73,390171.36,Other,640.97,50,33.63,2020-09-30,0
CUST100919,372878.39,137149.97,Business,,34,45.93,2020-08-06,0
CUST100920,459942.52,20000.0,Home,666.47,35,55.67,2025-03-23,1
CUST100921,623917.78,398823.5,Other,628.8,45,40.86,2020-03-16,0
CUST100922,904993.51,596958.94,Business,694.71,26,59.5,2023-01-07,0
CUST100923,501662.18,229807.72,Home,840.0,40,30.35,2023-12-25,0
CUST100924,491442.97,250394.4,Business,701.79,53,21.69,2020-02-16,0
CUST100925,400349.15,247771.42,Business,656.41,27,33.93,2021-03-24,0
CUST100926,337056.03,158934.44,Home,580.72,40,38.62,2019-09-03,0
CUST100927,321900.44,203622.0,Business,665.74,44,19.66,2020-08-05,0
CUST100928,1119221.09,365907.76,Home,695.27,46,18.43,2023-09-27,0
CUST100929,485952.49,91552.17,Education,654.81,45,43.38,2025-12-22,0
CUST100930,7452066.75,4946072.11,Home,571.75,51,28.8,2021-09-08,0
CUST100931,450489.8,261407.33,Other,624.71,48,32.32,2024-05-28,0
CUST100932,546045.01,162224.99,Business,,57,29.45,2020-07-03,0
CUST100933,797166.18,295577.58,Home,773.21,42,72.62,2024-12-04,0
CUST100934,,31765.41,Car,622.37,39,64.14,2022-10-19,0
CUST100935,717935.19,508481.82,Home,723.73,47,19.33,2024-04-21,0
CUST100936,1417977.77,53219.18,Business,603.39,47,27.1,2019-07-23,0
CUST100937,414120.57,67570.26,Home,771.28,38,52.63,2019-12-17,0
CUST100938,510435.77,117156.48,Business,695.94,52,46.72,2019-11-15,0
CUST100939,924779.67,587591.6,Other,741.73,49,34.31,2025-12-11,0
CUST100940,1481018.42,641193.27,Business,568.52,36,20.27,2023-08-20,0
CUST100941,328225.78,201187.43,Home,724.05,40,25.22,2019-04-17,0
CUST100942,12997966.64,10184062.58,Car,679.5,41,27.31,2025-01-28,0
CUST100943,649783.27,67454.78,Education,735.38,40,39.98,2024-02-22,0
CUST100944,613904.92,248779.11,Education,739.47,30,79.29,2021-08-15,0
CUST100945,955338.26,761724.97,Business,684.28,44,25.17,2025-06-25,1
CUST100946,878425.02,242279.09,Education,640.95,42,21.39,2021-11-26,1
CUST100947,637970.85,261699.81,Car,730.68,43,33.22,2025-12-21,0
CUST100948,1157526.33,110339.1,Other,676.09,50,57.43,2025-05-01,0
CUST100949,,260686.12,Home,623.27,48,17.48,2023-08-19,1
CUST100950,730217.04,283480.49,Education,620.19,35,70.32,2023-07-31,0
CUST100951,333063.57,214500.74,Business,583.98,36,32.23,2020-02-06,1
CUST100952,635112.29,137675.45,Home,646.83,31,24.6,2020-08-24,0
CUST100953,291007.77,46072.91,Business,751.67,38,16.24,2019-08-06,0
CUST100954,351868.81,265405.51,Business,691.56,47,49.13,2025-07-05,0
CUST100955,1664318.27,6194167.54,Business,645.57,39,32.24,2019-07-05,0
CUST100956,238287.21,43285.01,Home,732.32,58,37.99,2025-03-06,0
CUST100957,576983.65,516019.49,Home,625.89,48,22.71,2019-10-15,0
CUST100958,1024480.24,343257.97,Car,686.2,39,30.03,2019-03-29,0
CUST100959,2205518.56,1109558.28,Home,,46,27.71,2024-12-23,0
CUST100960,716489.53,221186.65,Other,730.64,48,33.35,2025-01-14,0
CUST100961,739366.27,420036.45,Business,577.48,38,25.38,2019-06-04,1
CUST100962,664343.49,279666.91,Car,624.74,44,16.76,2019-08-08,0
CUST100963,1162643.17,404487.4,Other,573.51,52,129.67,2023-01-22,0
CUST100964,824196.79,20000.0,Business,663.13,50,18.19,2019-11-18,0
CUST100965,473747.31,73386.42,Car,758.74,41,38.19,2021-04-20,0
CUST100966,,945863.69,Car,647.15,40,14.95,2023-05-05,0
CUST100967,504096.37,506082.76,Home,646.81,33,13.42,2024-01-11,0
CUST100968,269831.99,137786.52,Other,736.66,48,36.68,2024-11-04,0
CUST100969,270303.08,20000.0,Education,749.46,39,38.06,2023-04-18,0
CUST100970,581950.2,237709.93,Other,674.24,46,64.13,2025-05-11,0
CUST100971,687901.2,502293.32,Car,724.51,43,42.4,2024-12-28,0
CUST100972,1099453.44,884966.64,Other,610.0,48,32.57,2023-10-26,0
CUST100973,924655.64,551314.02,Home,769.57,34,22.19,2020-09-16,0
CUST100974,679182.85,619316.22,Other,819.67,42,71.87,2019-12-19,0
CUST100975,1133769.42,938156.08,Other,713.88,43,54.66,2021-10-25,0
CUST100976,654569.79,505471.63,Car,544.52,42,19.24,2025-08-26,0
CUST100977,319643.09,168543.33,Business,643.72,43,35.64,2022-09-19,0
CUST100978,283531.6,24671.04,Business,719.83,38,37.51,2020-04-19,0
CUST100979,,567743.46,Other,652.6,35,29.65,2024-07-02,0
CUST100980,189065.97,147589.2,Car,762.69,53,50.7,2021-07-16,0
CUST100981,582055.03,173924.36,Education,718.23,51,52.17,2019-01-30,0
CUST100982,3350814.68,1002059.13,Other,634.08,42,31.94,2025-12-15,0
CUST100983,,580620.61,Business,682.1,39,30.59,2020-05-09,0
CUST100984,,252799.42,Car,621.9,55,71.87,2020-01-23,0
CUST100985,257370.97,63889.65,Business,668.13,39,54.77,2021-05-22,1
CUST100986,1582128.19,849868.08,Home,643.95,41,36.24,2021-04-14,0
CUST100987,1267216.06,754396.53,Business,756.36,41,16.01,2020-09-21,0
CUST100988,947295.1,625411.71,Home,817.54,42,41.28,2019-01-30,0
CUST100989,649799.93,158434.65,Car,586.97,35,48.93,2021-03-17,0
CUST100990,890318.35,633361.91,Education,554.99,37,9.33,2025-07-17,0
CUST100991,,343077.04,Car,,54,39.5,2024-01-07,0
CUST100992,380573.32,69411.15,Education,581.3,35,28.66,2022-08-03,0
CUST100993,,718840.21,Education,683.0,40,31.48,2024-05-22,0
CUST100994,632139.5,315295.45,Car,728.68,41,22.64,2024-05-14,0
CUST100995,866135.66,250317.84,Home,777.12,43,32.6,2019-09-01,0
CUST100996,608109.27,168450.4,Business,693.09,31,68.27,2019-08-09,0
CUST100997,14555301.58,5170283.14,Car,667.44,37,28.25,2022-03-25,0
CUST100998,644839.44,290144.7,Education,551.4,39,55.64,2022-11-07,0
CUST100999,,463695.29,Business,681.7,46,23.77,2023-11-07,0
CUST101000,660810.19,206503.33,Other,684.63,50,50.38,2022-09-05,0
